研修プログラムコード,コース番号,コマ記号,表示順,所要時間,タイトル,説明
agent,17,B11,2,0.5,店舗業務の工程分解・基礎,自動化する定型業務の選定と工程分解(入力→手順→出力→判断基準)。題材: 商品説明POP・プライスカード文言 など
agent,17,B12,3,1.0,店舗業務の業務指示書作成・実践,AIエージェントに委任するための業務指示書を作成 — 手順・判断基準・例外対応の言語化。題材: 顧客へのDM・LINE配信文 / 入荷案内 など
agent,17,B21,4,0.5,店舗業務エージェントの設定・基礎,作成した業務指示書と参照資料をAIエージェントに実装します(手順・ナレッジの登録)
agent,17,B22,5,0.5,店舗業務エージェントの設定・実践,マスキング済み又はダミーのデータでテスト実行し、動作を確認・修正します
agent,17,B3,6,1.0,AIエージェントによる店頭文書作成の自動化演習①,商品説明POP・プライスカード文言 / 顧客へのDM・LINE配信文 / 入荷案内 の一連工程を委任し、実行結果を検収・修正します
agent,17,B4,7,1.0,AIエージェントによる接客・売場の自動化演習②,客層別の接客トーク改善ロールプレイ / 季節催事の売場企画案 を含む複数ステップの業務フローを連結し、自動実行・検収します
agent,17,B5,8,1.0,AIエージェントによる接客・売場総合演習,接客・売場の一連の業務フロー(受付→処理→出力→報告)を業務エージェントに委任し、実行・検収・修正までを通しで行います(マスキング済み又はダミーのデータを使用し、講師の添削・指導つき)
agent,17,C1,9,1.5,店舗業務エージェントの整備,業務指示書・エージェント設定・運用手順・利用ルールを1式にまとめ、動作確認まで完了させます
agent,17,C2,10,0.5,業務エージェントの業務フロー配置,どの工程をAIエージェントに委任し、どこに人の確認ポイントを置くかをマッピングします
agent,17,D1,11,1.0,業務エージェントの運用・監督演習,実行結果の検収手順、想定外の出力・エラー時の停止と修正、業務指示書の改善(再指示・更新)の手順を演習形式で習得します
agent,17,D2,12,0.5,委任範囲と確認体制の策定演習,機密情報・実行権限・承認フローなど、自身の業務に即した委任ルールと確認体制を演習で作成します
agent,17,D3,13,0.5,実務組み込み計画の作成・講師フィードバック,業務エージェントを日次・週次業務のどの工程に組み込むかの計画をまとめ、講師が個別に添削・フィードバックします
agent,18,B0,1,0.5,不動産売買営業職業務のAIエージェント活用実演・要点解説,講師が本コースで扱う一連の業務工程をAIエージェントに委任し、実行から検収までを通しで実演します
agent,18,B11,2,0.5,売買営業の工程分解・基礎,自動化する定型業務の選定と工程分解(入力→手順→出力→判断基準)。題材: ポータル掲載用の物件紹介文 など
agent,18,B12,3,1.0,売買営業の業務指示書作成・実践,AIエージェントに委任するための業務指示書を作成 — 手順・判断基準・例外対応の言語化。題材: 査定報告書の説明文 / 追客メール など
agent,18,B21,4,0.5,売買営業エージェントの設定・基礎,作成した業務指示書と参照資料をAIエージェントに実装します(手順・ナレッジの登録)
agent,18,B22,5,0.5,売買営業エージェントの設定・実践,マスキング済み又はダミーのデータでテスト実行し、動作を確認・修正します
agent,18,B3,6,1.0,AIエージェントによる物件文書作成の自動化演習①,ポータル掲載用の物件紹介文 / 査定報告書の説明文 / 追客メール の一連工程を委任し、実行結果を検収・修正します
agent,18,B4,7,1.0,AIエージェントによる提案資料の自動化演習②,物件周辺環境のリサーチ→提案資料化 / 住宅ローンの一般的な説明資料作成 を含む複数ステップの業務フローを連結し、自動実行・検収します
agent,18,B5,8,1.0,AIエージェントによる提案資料総合演習,提案資料の一連の業務フロー(受付→処理→出力→報告)を業務エージェントに委任し、実行・検収・修正までを通しで行います(マスキング済み又はダミーのデータを使用し、講師の添削・指導つき)
agent,18,C1,9,1.5,売買営業業務エージェントの整備,業務指示書・エージェント設定・運用手順・利用ルールを1式にまとめ、動作確認まで完了させます
agent,18,C2,10,0.5,業務エージェントの業務フロー配置,どの工程をAIエージェントに委任し、どこに人の確認ポイントを置くかをマッピングします
agent,18,D1,11,1.0,業務エージェントの運用・監督演習,実行結果の検収手順、想定外の出力・エラー時の停止と修正、業務指示書の改善(再指示・更新)の手順を演習形式で習得します
agent,18,D2,12,0.5,委任範囲と確認体制の策定演習,機密情報・実行権限・承認フローなど、自身の業務に即した委任ルールと確認体制を演習で作成します
agent,18,D3,13,0.5,実務組み込み計画の作成・講師フィードバック,業務エージェントを日次・週次業務のどの工程に組み込むかの計画をまとめ、講師が個別に添削・フィードバックします
agent,19,B0,1,0.5,不動産賃貸営業・管理職業務のAIエージェント活用実演・要点解説,講師が本コースで扱う一連の業務工程をAIエージェントに委任し、実行から検収までを通しで実演します
agent,19,B11,2,0.5,管理業務の工程分解・基礎,自動化する定型業務の選定と工程分解(入力→手順→出力→判断基準)。題材: 空室物件の紹介文 など
